﻿# Amedee Lighthouse - Elemental Ratios, Isotope, and SST Calibration Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/1877
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/amedee_2002.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#--------------------
# Contribution_Date
#	Date: 2003-10-01
#--------------------
# Title
#	Study_Name: Amedee Lighthouse - Elemental Ratios, Isotope, and SST Calibration Data
#--------------------
# Investigators
#       Investigators: Quinn, T.M.; Sampson, D.S. 
#--------------------
# Description_and_Notes
#	Description: Evaluation of elemental ratios and oxygen isotope data from Porites lutea  coral at Am�d�e Island, New Caledonia (22�29S, 166�28E) as proxies for sea surface conditions.  Calibration of 25 year series of measured local  and modeled regional SST and SSS values against coral geochemical proxies.
#--------------------
# Publication 
#       Authors: Quinn, T.M.; Sampson, D.S. 
#       Published_Date_or_Year: 2002     
#       Published_Title: A Multi-Proxy Approach to Reconstructing Sea-Surface Conditions  using Coral Skeleton Geochemistry.
#       Journal_Name: Paleoceanography
#       Volume: 17
#       Edition: 
#       Issue: 4
#       Pages: 1062
#       DOI: 10.1029/2000PA000528
#       Online_Resource: 
#       Full_Citation: Quinn, T. M., and D.S. Sampson, 2002,  A Multi-Proxy Approach to Reconstructing Sea-Surface Conditions  using Coral Skeleton Geochemistry.  Paleoceanography, 17, 4, 1062, doi:10.1029/2000PA000528
#       Abstract: We use elemental ratio (Mg/Ca, Sr/Ca, U/Ca and Ba/Ca) and oxygen isotope data from a Porites lutea coral head collected from offshore Amédée Island, New Caledonia (22°29S, 166°28E) to assess the degree to which changes in these geochemical variables reflect variations in sea surface conditions. We have assessed the robustness of each geochemical proxy by comparing 25 years (1992¿1968) of monthly geochemical variations with a local record of sea surface temperature (SST) and with the appropriate 1° by 1° grid box from a global gridded SST data set. We conclude from our comparison that the most consistent proxies of monthly SST variations at this site are d18O (r2 = -0.84; p = <.0001) and Sr/Ca (r2 = -0.84; p = <.0001). The fidelity of the coral-based Sr/Ca-SST proxy was assessed via calibration- verification exercises at New Caledonia and Rarotonga. The ¿paleoclimate¿ accuracy of the coral Sr/Ca-SST technique is judged to be robust, and the precision of the technique is estimated to be ~0.3° ± 0.5 (2) based on the calibration-verification exercise. In contrast, monthly variations in Mg/Ca and U/Ca ratios are only moderately correlated with monthly SST variations (r2 = 0.55; p = <.0001 for Mg/Ca and r2 = 0.47; p = <.0001). The strength of the correlation between SST and Mg/Ca and U/Ca varies as a function of time, suggesting that variations in these ratios are not a simple function of SST variations. This variability in goodness of fit between U/Ca-SST and Mg/Ca-SST may ultimately limit the use of these ratios as coral paleothermometers. Averaging or stacking individual proxy SST records (Sr/Ca, Mg/Ca and U/Ca) to generate a composite proxy SST record does not necessarily improve the proxy record if the signal-to-noise ratio in each proxy is highly variable. For example, stacking of Sr/Ca-Mg/Ca-U/Ca records at New Caledonia produces a proxy SST time series that has greater standard error than the individual Sr/Ca-SST time series (cf. ordinary least squares standard error of 1.16°C versus 0.86°C). Ba/Ca variations have little correlation with SST, Sr/Ca, Mg/Ca, or U/Ca variations at New Caledonia. In conclusion, variations in oxygen isotopic composition of seawater, calculated by removing the Sr/Ca-based temperature component of the d18O signal, agree reasonably well with observed variations in sea surface salinity, especially at the interannual timescale.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Amédée Island, New Caledonia
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Melanesia>New Caledonia
#	Country: New Caledonia 
#	Northernmost_Latitude: -22.48 
# 	Southernmost_Latitude: -22.48 
# 	Easternmost_Longitude: 166.47 
# 	Westernmost_Longitude: 166.47  
# 	Elevation:   
#------------------
# Data_Collection   
#	Collection_Name: 02newc01b
#	Earliest_Year: 1968
#	Most_Recent_Year: 1992
#	Time_Unit: AD
#	Core_Length:
#	Notes: 
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology_Information
#	Chronology: 
#  
#----------------
# Variables 
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O , , , per mil VPDB, , Corals and Sclerosponges, , ,N
##d13C	delta 13C, , , per mil VPDB, , Corals and Sclerosponges, , ,N
##srca	Strontium/Calcium, , , mmol/mol, , Corals and Sclerosponges, , ,N
##mgca	Magnesium/Calcium, , , mmol/mol, , Corals and Sclerosponges, , ,N
##uca	Uranium/Calcium, , , mmmol/mol, , Corals and Sclerosponges, , ,N
##baca	Barium/Calcium, , , mmmol/mol, , Corals and Sclerosponges, , ,N
##notes	notes, , , , , , , , C
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d13C	srca	mgca	uca	baca	notes
1987.12	-4.63	-1.22	8.807	5.433	1.076	4.275	
1987.04	-4.58	-1.28	8.778	5.456	1.111	4.135	
1986.96	-4.45	-1.20	8.846	5.339	1.149	4.404	
1986.87	-4.42	-1.17	8.931	5.078	1.182	4.979	
1986.79	-4.30	-1.12	9.014	4.884	1.213	4.451	
1986.71	-3.99	-1.08	9.042	4.770	1.233	4.237	
1986.62	-4.05	-1.08	9.056	4.720	1.237	4.432	
1986.54	-4.21	-1.27	9.033	4.768	1.224	4.753	
1986.46	-4.26	-1.37	8.962	4.837	1.220	4.647	
1986.37	-4.45	-1.33	8.924	4.841	1.220	4.439	
1986.29	-4.71	-1.43	8.828	4.979	1.205	4.390	
1986.21	-4.77	-1.52	8.817	5.129	1.171	4.327	
1986.12	-4.77	-1.58	8.779	5.239	1.148	4.281	
1986.04	-4.69	-1.53	8.808	5.217	1.179	4.396	
1985.96	-4.75	-1.55	8.849	5.123	1.209	4.472	
1985.87	-4.46	-1.33	8.892	4.945	1.210	4.428	
1985.79	-4.17	-1.11	8.961	4.961	1.211	4.976	
1985.71	-3.87	-1.16	8.987	4.969	1.226	4.928	
1985.62	-3.91	-1.17	9.003	4.754	1.235	4.247	
1985.54	-4.05	-1.55	8.984	4.833	1.212	4.532	
1985.46	-4.35	-1.37	8.845	5.047	1.157	9.162	
1985.37	-4.53	-1.26	8.827	5.160	1.084	NAN	
1985.29	-4.64	-1.21	8.767	5.229	1.067	6.351	
1985.21	-4.50	-1.33	8.738	5.303	1.063	4.548	
1985.12	-4.68	-1.29	8.733	5.267	1.066	4.715	
1985.04	-4.73	-1.26	8.759	5.240	1.105	4.717	
1984.96	-4.71	-1.08	8.835	5.354	1.139	5.274	
1984.87	-4.43	-1.14	8.904	5.290	1.145	5.059	
1984.79	-4.14	-1.18	8.968	5.181	1.170	4.709	
1984.71	-4.05	-1.17	8.994	5.020	1.214	4.782	
1984.62	-3.93	-1.11	9.049	4.865	1.246	4.726	
1984.54	-3.97	-1.11	8.971	4.909	1.238	4.934	
1984.46	-4.26	-1.25	8.901	5.220	1.206	4.954	
1984.37	-4.48	-1.39	8.840	5.418	1.182	4.487	
1984.29	-4.58	-1.46	8.762	5.392	1.126	4.654	
1984.21	-4.64	-1.48	8.769	5.450	1.120	4.350	
1984.12	-4.63	-1.36	8.818	5.360	1.139	4.341	
1984.04	-4.61	-1.22	8.811	5.213	1.177	5.380	
1983.96	-4.59	-1.24	8.860	5.031	1.202	5.306	
1983.87	-4.44	-1.33	8.900	4.880	1.219	5.039	
1983.79	-4.38	-1.26	8.955	4.770	1.243	4.784	
1983.71	-4.19	-0.89	9.009	4.709	1.271	4.451	
1983.62	-4.03	-0.78	9.047	4.695	1.273	4.486	
1983.54	-4.18	-0.91	8.992	4.878	1.229	4.731	
1983.46	-4.33	-1.03	8.849	5.152	1.187	4.533	
1983.37	-4.54	-1.46	8.795	5.282	1.160	4.390	
1983.29	-4.81	-1.44	8.779	5.350	1.145	4.050	
1983.21	-4.79	-1.19	8.810	5.451	1.119	3.969	
1983.12	-4.79	-1.24	8.767	5.470	1.110	4.062	
1983.04	-4.77	-1.27	8.726	5.202	1.175	4.393	
1982.96	-4.72	-1.34	8.853	4.922	1.284	4.442	
1982.87	-4.51	-1.15	8.929	4.749	1.358	4.282	
1982.79	-4.25	-0.92	8.997	4.534	1.379	4.273	
1982.71	-3.96	-0.81	9.035	4.294	1.390	4.275	
1982.62	-3.97	-0.87	9.018	4.337	1.435	4.279	
1982.54	-4.07	-1.00	9.012	4.488	1.406	4.388	
1982.46	-4.30	-1.28	8.932	4.679	1.362	4.406	
1982.37	-4.42	-1.24	8.869	4.901	1.325	4.421	
1982.29	-4.54	-1.16	8.814	5.071	1.304	4.386	
1982.21	-4.76	-1.24	8.763	5.142	1.272	4.257	
1982.12	-4.80	-1.32	8.724	5.203	1.238	4.195	
1982.04	-4.71	-1.13	8.705	5.254	1.215	4.169	
1981.96	-4.60	-1.29	8.804	5.112	1.224	4.168	
1981.87	-4.33	-1.24	8.912	5.035	1.256	4.300	
1981.79	-4.10	-1.21	8.985	5.067	1.305	4.519	
1981.71	-4.02	-1.19	9.036	4.942	1.346	4.682	
1981.62	-4.04	-1.26	9.002	4.799	1.407	4.602	
1981.54	-4.10	-1.28	8.979	4.711	1.333	5.013	
1981.46	-4.41	-1.08	8.947	4.848	1.185	4.871	
1981.37	-4.57	-1.14	8.842	5.113	1.125	4.329	
1981.29	-4.77	-1.27	8.713	5.190	1.147	4.499	
1981.21	-4.81	-1.12	8.639	5.365	1.110	4.765	
1981.12	-4.82	-1.08	8.640	5.526	1.086	5.368	
1981.04	-4.75	-1.26	8.698	5.494	1.101	4.575	
1980.96	-4.50	-1.31	8.755	5.487	1.122	4.274	
1980.87	-4.39	-1.29	8.853	5.364	1.143	4.056	
1980.79	-4.26	-1.13	8.908	5.134	1.163	4.155	
1980.71	-4.06	-1.08	8.956	4.963	1.181	4.207	
1980.62	-3.97	-1.05	8.991	4.868	1.198	4.139	
1980.54	-4.14	-1.21	8.954	4.956	1.191	4.045	
1980.46	-4.33	-1.25	8.879	5.139	1.144	4.028	
1980.37	-4.49	-1.30	8.875	5.212	1.127	4.006	
1980.29	-4.65	-1.36	8.791	5.376	1.094	3.879	
1980.21	-4.86	-1.42	8.697	5.458	1.033	3.875	
1980.12	-4.90	-1.41	8.650	5.606	0.972	4.609	
1980.04	-4.78	-1.46	8.736	5.605	0.987	6.183	
1979.96	-4.62	-1.36	8.782	5.570	1.025	4.660	
1979.87	-4.42	-1.14	8.822	5.350	1.075	4.062	
1979.79	-4.14	-1.02	8.880	5.075	1.107	4.038	
1979.71	-4.01	-0.94	8.993	4.933	1.130	4.135	
1979.62	-3.92	-0.90	9.009	4.930	1.188	4.218	
1979.54	-3.92	-0.96	8.981	4.986	1.186	4.149	
1979.46	-4.11	-1.09	8.927	5.097	1.150	4.046	
1979.37	-4.32	-1.30	8.864	5.248	1.101	4.005	
1979.29	-4.53	-1.81	8.739	5.353	1.063	3.976	
1979.21	-4.61	-0.88	8.706	5.406	1.052	3.984	
1979.12	-4.60	-0.97	8.740	5.351	1.059	4.185	
1979.04	-4.55	-1.10	8.749	5.268	1.068	4.091	
1978.96	-4.49	-1.16	8.794	5.244	1.082	4.016	
1978.87	-4.40	-1.14	8.842	5.074	1.116	4.126	
1978.79	-4.14	-1.12	8.888	4.890	1.153	4.099	
1978.71	-3.97	-0.99	8.929	4.776	1.162	4.117	
1978.62	-4.01	-1.21	8.940	4.768	1.169	4.135	
1978.54	-4.19	-1.22	8.937	4.863	1.159	4.058	
1978.46	-4.38	-1.18	8.877	4.997	1.123	4.089	
1978.37	-4.44	-1.19	8.834	5.108	1.110	4.523	
1978.29	-4.53	-1.21	8.763	5.213	1.136	4.530	
1978.21	-4.72	-1.24	8.777	5.249	1.138	4.238	
1978.12	-4.63	-1.24	8.737	5.274	1.079	4.039	
1978.04	-4.65	-1.22	8.758	5.256	1.065	4.050	
1977.96	-4.52	-1.33	8.818	5.065	1.090	4.094	
1977.87	-4.37	-1.41	8.864	4.868	1.129	4.138	
1977.79	-4.25	-1.28	8.909	4.720	1.158	4.163	
1977.71	-4.13	-1.12	8.939	4.692	1.167	4.219	
1977.62	-4.08	-1.11	8.952	4.770	1.159	4.229	
1977.54	-4.18	-1.35	8.888	4.906	1.153	4.152	
1977.46	-4.30	-1.53	8.887	5.071	1.152	4.200	
1977.37	-4.40	-1.26	8.803	5.211	1.140	4.116	
1977.29	-4.57	-1.16	8.743	5.321	1.140	4.086	
1977.21	-4.77	-1.19	8.754	5.422	1.122	4.144	
1977.12	-4.82	-1.17	8.756	5.468	1.086	4.170	
1977.04	-4.81	-1.26	8.751	5.347	1.080	4.027	
1976.96	-4.72	-1.45	8.771	5.258	1.092	4.012	
1976.87	-4.56	-1.22	8.803	5.109	1.120	4.065	
1976.79	-4.36	-0.95	8.894	4.987	1.148	4.119	
1976.71	-4.09	-0.96	8.928	4.893	1.171	4.188	
1976.62	-4.13	-1.10	8.944	4.878	1.188	4.258	
1976.54	-4.37	-1.47	8.923	4.954	1.188	4.256	
1976.46	-4.59	-1.61	8.864	5.108	1.162	4.126	
1976.37	-4.75	-1.51	8.812	5.279	1.130	4.093	
1976.29	-5.02	-1.56	8.739	5.414	1.101	4.041	
1976.21	-5.08	-1.29	8.652	5.489	1.068	4.043	
1976.12	-4.95	-1.31	8.704	5.533	1.017	4.181	
1976.04	-4.81	-1.32	8.699	5.378	1.020	4.605	
1975.96	-4.68	-1.43	8.741	5.392	1.045	4.075	
1975.87	-4.51	-1.28	8.811	5.342	1.041	4.347	
1975.79	-4.39	-0.98	8.892	5.160	1.085	4.952	
1975.71	-4.14	-0.87	9.007	4.882	1.132	4.268	
1975.62	-4.08	-0.99	9.008	4.786	1.170	4.237	
1975.54	-4.24	-1.18	8.928	4.951	1.140	4.297	
1975.46	-4.54	-1.45	8.825	5.086	1.107	4.147	
1975.37	-4.67	-1.60	8.745	5.132	1.087	4.116	
1975.29	-4.76	-1.16	8.677	5.244	1.080	4.316	
1975.21	-4.66	-1.12	8.757	5.272	1.083	4.266	
1975.12	-4.64	-1.09	8.758	5.219	1.106	4.417	
1975.04	-4.61	-1.19	8.711	5.186	1.101	5.181	
1974.96	-4.49	-1.17	8.687	5.094	1.096	4.656	
1974.87	-4.32	-1.22	8.825	4.951	1.141	4.392	
1974.79	-1.23	9.02	4.814	1.182	4.439	NAN	
1974.71	-4.02	-1.03	9.065	4.683	1.222	4.516	
1974.62	-4.06	-1.22	9.052	4.580	1.239	4.559	
1974.54	-4.28	-1.37	9.016	4.581	1.198	4.502	
1974.46	-4.48	-1.21	8.945	4.666	1.174	4.495	
1974.37	-4.69	-1.24	8.852	4.795	1.140	4.473	
1974.29	-4.83	-1.10	8.756	4.938	1.120	4.325	
1974.21	-4.86	-1.13	8.740	5.101	1.111	5.906	
1974.12	-4.96	-1.21	8.691	5.273	1.096	5.062	
1974.04	-4.88	-1.21	8.748	5.221	1.118	4.411	
1973.96	-4.65	-1.03	8.705	5.087	1.146	4.377	
1973.87	-4.52	-0.97	8.779	4.836	1.181	4.446	
1973.79	-4.34	-0.99	8.855	4.600	1.215	4.562	
1973.71	-4.10	-0.87	8.961	4.540	1.234	4.520	
1973.62	-4.22	-1.22	8.980	4.585	1.247	4.482	
1973.54	-4.32	-1.21	4.661	1.241	4.451	NAN	
1973.46	-4.44	-1.34	4.747	1.236	4.419	NAN	
1973.37	-4.45	-1.15	8.877	4.829	1.230	4.387	
1973.29	-4.69	-1.05	8.832	4.911	1.222	4.320	
1973.21	-4.90	-1.50	8.840	5.015	1.182	4.098	
1973.12	-4.89	-1.47	8.823	5.199	1.122	4.184	
1973.04	-4.84	-1.65	8.777	5.014	1.140	4.150	
1972.96	-4.70	-1.53	8.947	4.819	1.207	4.070	
1972.87	-4.55	-1.42	8.912	4.676	1.237	4.037	
1972.79	-4.35	-1.14	9.036	4.553	1.242	4.119	
1972.71	-4.07	-1.04	9.079	4.479	1.252	4.228	
1972.62	-3.99	-0.98	9.014	4.468	1.268	4.294	
1972.54	-4.13	-0.90	9.023	4.507	1.267	4.333	
1972.46	-4.38	-1.06	8.954	4.591	1.250	4.480	
1972.37	-4.57	-1.14	8.821	4.727	1.223	4.307	
1972.29	-4.77	-1.24	8.801	4.930	1.135	4.032	
1972.21	-4.94	-1.24	8.837	5.063	1.110	3.991	
1972.12	-4.84	-1.04	8.823	4.979	1.159	3.948	
1972.04	-4.72	-1.16	8.803	4.843	1.189	4.108	
1971.96	-4.64	-1.29	8.845	4.805	1.170	4.383	
1971.87	-4.59	-1.28	8.859	4.929	1.181	4.158	
1971.79	-4.56	-1.16	8.928	4.907	1.225	4.092	
1971.71	-4.32	-1.12	8.981	4.731	1.255	4.161	
