﻿# Ogasawara Coral Data and Salinity Reconstruction
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/8608
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/ogasawara2009.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2010-08-01 
#--------------------
# Title
#	Study_Name: Ogasawara Coral Data and Salinity Reconstruction
#--------------------
# Investigators
#       Investigators: Felis, T.; Suzuki, A.; Kuhnert, H.; Dima, M.; Lohmann, G.; Kawahata, H. 
#--------------------
# Description_and_Notes
#	Description: Two annually resolved reconstructions of d18O seawater (salinity)  variations in the surface waters of the western subtropical North  Pacific Ocean were generated by combining the annual average coral  d18O record with the Sr/Ca and U/Ca records, respectively.    Core OGA-02-1 was drilled vertically through a living Porites  coral at Miyanohama on the north coast of Chichijima in the  Ogasawara Islands (Japan), located in the southwestward return flow  of the Kuroshio recirculation system. The massive colony, growing  at 5.6 m water depth on the island's northern side (27� 6.355� N,  142� 11.645� E), is directly exposed to open-ocean conditions.  The core is without gap over its total length of 1.74 m.  Individual segments fit seamlessly. The bimonthly resolved records  of d18O, Sr/Ca, and U/Ca generated from the coral skeleton show  clear annual cycles that can be counted back to the year 1873.  This age model is corroborated by the skeletal pattern of annual  density-band pairs as revealed by X-radiographs.
#--------------------
# Publication 
#       Authors: Felis, T.; Suzuki, A.; Kuhnert, H.; Dima, M.; Lohmann, G.; Kawahata, H. 
#       Published_Date_or_Year: 2009
#       Published_Title: Subtropical coral reveals abrupt early-twentieth-century freshening in the western North Pacific Ocean.
#       Journal_Name: Geology
#       Volume: 37
#       Edition: 
#       Issue: 6
#       Pages: 527-530
#       DOI: 10.1130/G25581A.1
#       Online_Resource: 
#       Full_Citation: Felis, T., A. Suzuki, H. Kuhnert, M. Dima, G. Lohmann, and H. Kawahata. 2009. Subtropical coral reveals abrupt early-twentieth-century freshening in the western North Pacific Ocean. Geology, Vol. 37, No. 6, pp. 527-530, June 2009. doi:10.1130/G25581A.1 
#       Abstract: Instrumental climate observations provide robust records of global land  and ocean temperatures during the twentieth century. Unlike for temperature,  continuous salinity observations in the surface ocean are scarce prior to  1970, and the magnitude of salinity changes during the twentieth century  is largely unknown. Surface ocean salinity is a major component in climate  dynamics, as it influences ocean circulation and water mass formation.  Here we present an annually resolved reconstruction of salinity variations  in the surface waters of the western subtropical North Pacific Ocean since 1873, based on bimonthly records of d18O, Sr/Ca, and U/Ca in a coral from  the Ogasawara Islands. The reconstruction indicates that an abrupt regime  shift toward fresher surface ocean conditions occurred between 1905 and  1910. Observational atmospheric data suggest that the abrupt freshening  was associated with a weakening of the winds that drive the Kuroshio  Current system and the associated subtropical gyre circulation. We note  that the abrupt early-twentieth-century freshening in the western  subtropical North Pacific precedes abrupt climate change in the northern  North Atlantic by a few years. The potential for abrupt regime shifts  in surface ocean salinity should be considered in climate predictions  for the coming decades.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Deutsche Forschungsgemeinschaft through DFG Research Center/Cluster of Excellence "The Ocean in the Earth System", University of Bremen, Germany
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Ministry of the Environment, Japan
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Alexander von Humboldt Foundation, Germany
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Miyanohama (Chichijima) reef, Ogasawara Islands, Japan
#       Location: Asia>Eastern Asia>Japan
#	Country: Japan 
#	Northernmost_Latitude: 27.106
# 	Southernmost_Latitude: 27.106
# 	Easternmost_Longitude: 142.194
# 	Westernmost_Longitude: 142.194
# 	Elevation: -5.6 m  
#------------------
# Data_Collection   
#	Collection_Name: 09japa01b 
#	Earliest_Year: 1873
#	Most_Recent_Year: 1994
#	Time_Unit: AD
#	Core_Length: 1.74 m
#	Notes: 
#------------------
# Species
#	Species_Name: Porites sp. 
#	Common_Name: 
#------------------
# Chronology_Information
#	Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
##Sr/Ca	Strontium/Calcium, Porites sp., ,mmol/mol, ,Corals and Sclerosponges, , ,N
##U/Ca	Uranium/Calcium, Porites sp., ,�mol/mol, ,Corals and Sclerosponges, , ,N
##d18O_Sr/Ca	delta 18O, seawater, ,permil, , Corals and Sclerosponges, anomalized, coral d18O and Sr/Ca, N
##d18O_U/Ca	delta 18O, seawater, ,permil, , Corals and Sclerosponges, anomalized, coral d18O and U/Ca, N
##d13C	delta 13C, Porites sp., ,permil VPDB, , Corals and Sclerosponges, , ,N
##ext	growth rate, Porites sp., , cm/year, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	d18O	Sr/Ca	U/Ca	d18O_Sr/Ca	d18O_U/Ca	d13C	ext
1955	-4.53	9.02	1.20	0.00	0.00	-2.30	1.375
1956	-4.40	9.09	1.25	0.03	0.01	-2.27	1.300
1957	-4.26	9.10	1.25	0.15	0.15	-2.36	1.350
1958	-4.34	9.07	1.20	0.12	0.19	-2.32	1.500
1959	-4.28	9.06	1.20	0.19	0.25	-2.41	1.175
1960	-4.33	9.11	1.22	0.07	0.15	-2.44	1.250
1961	-4.26	9.08	1.21	0.18	0.25	-2.08	1.400
1962	-4.35	9.06	1.21	0.12	0.16	-1.69	1.200
1963	-4.30	9.06	1.21	0.17	0.21	-1.84	1.200
1964	-4.27	9.10	1.25	0.14	0.14	-2.13	1.400
1965	-4.45	9.10	1.24	-0.04	-0.02	-2.32	1.350
1966	-4.42	9.11	1.30	-0.02	-0.14	-2.03	1.325
1967	-4.41	9.13	1.32	-0.04	-0.18	-1.87	1.200
1968	-4.41	9.07	1.28	0.05	-0.08	-1.99	1.225
1969	-4.39	9.11	1.27	0.01	-0.04	-2.08	1.250
1970	-4.44	9.04	1.23	0.06	0.02	-1.88	1.075
1971	-4.50	9.09	1.26	-0.07	-0.12	-2.03	1.050
1972	-4.39	9.07	1.26	0.07	-0.01	-2.04	1.250
1973	-4.47	9.02	1.22	0.06	0.01	-1.90	1.075
1974	-4.58	9.00	1.20	-0.02	-0.05	-2.01	1.225
1975	-4.41	9.13	1.28	-0.04	-0.08	-2.04	1.025
1976	-4.55	9.08	1.25	-0.11	-0.14	-2.23	1.275
1977	-4.46	9.12	1.27	-0.08	-0.11	-2.60	1.500
1978	-4.38	9.06	1.22	0.09	0.10	-2.31	1.400
1979	-4.37	9.07	1.21	0.09	0.14	-2.40	1.100
1980	-4.45	9.11	1.25	-0.05	-0.04	-2.23	1.150
1981	-4.31	9.17	1.27	0.00	0.04	-2.23	1.225
1982	-4.31	9.24	1.37	-0.11	-0.21	-2.15	1.175
1983	-4.45	9.15	1.29	-0.11	-0.15	-2.45	1.625
1984	-4.25	9.20	1.29	0.01	0.05	-1.83	0.975
1985	-4.31	9.19	1.31	-0.04	-0.06	-2.34	1.525
1986	-4.21	9.17	1.28	0.10	0.12	-2.25	1.275
1987	-4.25	9.15	1.26	0.09	0.13	-2.28	1.375
1988	-4.38	9.18	1.26	-0.09	0.00	-2.55	1.425
1989	-4.29	9.22	1.32	-0.06	-0.06	-2.88	1.625
1990	-4.47	9.06	1.26	0.00	-0.09	-2.42	1.100
1991	-4.48	9.12	1.28	-0.10	-0.15	-2.94	1.525
1992	-4.36	9.11	1.22	0.04	0.12	-3.11	1.350
1993	-4.53	8.96	1.16	0.09	0.10	-2.97	1.275
1994	-4.53	9.07	1.22	-0.07	-0.05	-2.98	1.650
