# Great Barrier Reef Coral 200 Year Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/10425
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/great_barrier/arlington2009.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2010-06-01
#--------------------
# Title
#	Study_Name: Great Barrier Reef Coral 200 Year d11B and pH Reconstruction 
#--------------------
# Investigators
#       Investigators: Wei, G.; McCulloch, M.T.; Mortimer, G.; Deng, W.; Xie, L.  
#--------------------
# Description_and_Notes
#	Description: 200 year coral geochemical record and ocean pH reconstruction from the central Great Barrier Reef of Australia. The Porites sp. coral core was drilled in Arlington Reef, immediately offshore  Cairns in the north-east coast of Australia in November 2004. 
#--------------------
# Publication 
#       Authors: Wei, G.; McCulloch, M.T.; Mortimer, G.; Deng, W.; Xie, L.
#       Published_Date_or_Year: 2009     
#       Published_Title:  Evidence for ocean acidification in the Great Barrier Reef of Australia
#       Journal_Name: Geochimica et Cosmochimica Acta
#       Volume: 73
#       Edition: 
#       Issue: 
#       Pages: 2332-2346
#       DOI: 10.1016/j.gca.2009.02.009
#       Online_Resource: 
#       Full_Citation: Wei, G., M.T. McCulloch, G. Mortimer, W. Deng, and L. Xie.  2009.   Evidence for ocean acidification in the Great Barrier Reef of Australia.  Geochimica et Cosmochimica Acta, vol.  73, pp. 2332-2346.   doi:10.1016/j.gca.2009.02.009 
#       Abstract: Geochemical records preserved in the long-lived carbonate skeleton of corals provide one of the few means to reconstruct changes in seawater pH since the commencement of the industrial era. This information is important in not only determining the response of the surface oceans to ocean acidification from enhanced uptake of CO2, but also to better understand the effects of ocean acidification on carbonate secreting organisms such as corals, whose ability to calcify is highly pH dependent. Here we report an ~200 year d11B isotopic record, extracted from a long-lived Porites coral from the central Great Barrier Reef of Australia. This record covering the period from 1800 to 2004 was sampled at yearly increments from 1940 to the present and 5-year increments prior to 1940. The d11B isotopic compositions reflect variations in seawater pH, and the d13C changes in the carbon composition of surface water due to fossil fuel burning over this period. In addition complementary Ba/Ca, d18O and Mg/Ca data was obtained providing proxies for terrestrial runoff, salinity and temperature changes over the past 200 years in this region. Positive thermal ionization mass spectrometry (PTIMS) method was utilized in order to enable the highest precision and most accurate measurements of d11B values. The internal precision and reproducibility for d11B of our measurements are better than ±0.2 per mil (2 sigma), which translates to a precision of better than ±0.02 pH units. Our results indicate that the long-term pre-industrial variation of seawater pH in this region is partially related to the decadal-interdecadal variability of atmospheric and oceanic anomalies in the Pacific. In the periods around 1940 and 1998 there are also rapid oscillations in d11B compositions equivalent changes in pH of almost 0.5 U. The 1998 oscillation is co-incident with a major coral bleaching event indicating the sensitivity of skeletal d11B compositions to loss of zooxanthellate symbionts. Importantly, from the 1940s to the present-day, there is a general overall trend of ocean acidification with pH decreasing by about 0.2-0.3 U, the range being dependent on the value assumed for the fractionation factor alpha(B3-B4) of the boric acid and borate species in seawater. Correlations of d11B with d13C during this interval indicate that the increasing trend towards ocean acidification over the past 60 years in this region is the result of enhanced dissolution of CO2 in surface waters from the rapidly increasing levels of atmospheric CO2, mainly from fossil fuel burning. This suggests that the increased levels of anthropogenic CO2 in atmosphere has already caused a significant trend towards acidification in the oceans during the past decades. Observations of surprisingly large decreases in pH across important carbonate producing regions, such as the Great Barrier Reef of Australia, raise serious concerns about the impact of Greenhouse gas emissions on coral calcification. 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Arlington Reef, Australia
#       Location: Australia/New Zealand>Australia
#	Country: Australia
#	Northernmost_Latitude: -16.7167
# 	Southernmost_Latitude: -16.7167
# 	Easternmost_Longitude: 146.0333
# 	Westernmost_Longitude: 146.0333
# 	Elevation: 
#------------------
# Data_Collection   
#	Collection_Name: 09aust01a
#	Earliest_Year: 1807
#	Most_Recent_Year: 2004
#	Time_Unit: AD
#	Core_Length: 
#	Notes: Samples from 1805 to 1939 are in 5-year interval, and the years for these samples are the average of the 5-year. d11B are relative to the long-term average of SRM 951 on this machine of 4.0532. pH values are calculated using the following parameters: a(B3�B4) = 1.0204 (Xiao et al., 2006), pKB = 8.60 (Honisch et al., 2004) and seawater d11B = 40.08& of our measurement for the GBR seawater. 
#------------------
# Species
#	Species_Name: Porites sp. 
#	Common_Name: 
#------------------
# Chronology_Information
#	Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##samp  sample identification, , , , , , , , C
##age	age, , ,years AD, , , , ,N
##d18O	delta 18O, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
##Sr/Ca	Strontium/Calcium, Porites sp., ,mmol/mol, ,Corals and Sclerosponges, , ,N
##d13C	delta 13C, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
##Mg/Ca	Magnesium/Calcium, Porites sp., ,mmol/mol, ,Corals and Sclerosponges, , ,N
##Ba/Ca	Barium/Calcium, Porites sp., ,mmol/mol, ,Corals and Sclerosponges, , analytical technique: ICP-OES,N
##d11B	delta 11B, Porites sp., ,permil, ,Corals and Sclerosponges, , ,N
##d11B_2s	delta 11B, Porites sp., 2 sigma error, unitless, ,Corals and Sclerosponges, , ,N
##pH	sea surface pH, , , unitless, , Climate Reconstructions, , coral delta 11B ,N
##pH_2s	sea surface pH, , 2 sigma error , unitless, , Climate Reconstructions, , coral delta 11B ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
samp	age	d18O	Sr/Ca	d13C	Mg/Ca	Ba/Ca	d11B	d11B_2s	pH	pH_2s
AREO 4-1973	1973	-4.75	7.926	-1.72	4.011	4.47	23.19	0.14	7.96	0.02
AREO 4-1974	1974	-4.62	7.579	-1.71	3.728	2.68	23.83	0.15	8.04	0.02
AREO 4-1975	1975	-5.17	7.674	-1.96	3.791	3.66	23.77	0.11	8.04	0.01
AREO 4-1976	1976	-4.64	7.824	-1.76	3.961	2.85	23.34	0.16	7.98	0.02
AREO 4-1977	1977	-5.36	7.597	-2.23	3.855	3.00	22.96	0.17	7.93	0.02
AREO 4-1978	1978	-5.24	7.695	-2.25	3.765	3.47	23.37	0.16	7.99	0.02
AREO 4-1979	1979	-4.66	7.655	-1.87	4.005	2.72	23.45	0.20	8.00	0.02
AREO 4-1980	1980	-5.20	7.703	-2.10	4.038	3.17	22.29	0.22	7.83	0.03
AREO 4-1981	1981	-4.79	7.906	-1.94	4.031	3.46	23.26	0.16	7.97	0.02
AREO 4-1982	1982	-4.89	7.618	-1.85	4.186	3.25	23.32	0.16	7.98	0.02
AREO 4-1983	1983	-4.70	7.685	-1.72	3.896	2.63	23.61	0.16	8.02	0.02
AREO 4-1984	1984	-4.96	7.648	-1.96	3.775	3.23	23.82	0.20	8.04	0.02
AREO 4-1985	1985	-5.37	7.601	-2.28	3.832	3.83	23.38	0.25	7.99	0.03
AREO 4-1986	1986	-5.53	7.693	-2.46	3.837	2.38	22.42	0.23	7.85	0.04
AREO 4-1987	1987	-5.41	7.675	-2.35	3.886	2.95	22.71	0.28	7.89	0.04
AREO 4-1988	1988	-5.42	7.487	-2.77	4.033	4.12	22.70	0.18	7.89	0.03
AREO 4-1989	1989	-5.45	7.722	-3.08	4.133	3.76	22.97	0.14	7.93	0.02
AREO 4-1990	1990	-5.26	7.707	-2.60	3.896	3.33	22.86	0.20	7.92	0.03
AREO 4-1991	1991	-4.84	7.694	-2.22	4.093	2.99	22.88	0.18	7.92	0.02
AREO 4-1992	1992	-5.54	7.698	-2.89	4.078	2.58	23.40	0.11	7.99	0.01
AREO 4-1993	1993	-4.98	7.727	-2.55	3.888	2.64	24.61	0.13	8.14	0.02
AREO 4-1994	1994	-4.59	7.690	-2.42	3.966	2.86	24.19	0.17	8.09	0.02
AREO 4-1995	1995	-4.87	7.619	-2.50	4.111	4.12	24.16	0.13	8.08	0.01
AREO 4-1996	1996	-4.98	7.606	-2.75	4.311	2.88	22.62	0.16	7.88	0.02
AREO 4-1997	1997	-4.70	7.713	-2.65	3.998	3.22	21.65	0.18	7.71	0.03
AREO 4-1998	1998	-5.21	7.610	-2.82	4.351	2.92	21.06	0.21	7.57	0.05
AREO 4-1999	1999	-4.80	7.722	-3.33	4.061	3.60	21.97	0.20	7.77	0.03
AREO 4-2000	2000	-5.29	7.628	-3.14	4.120	3.48	22.22	0.14	7.81	0.02
AREO 4-2001	2001	-4.97	7.653	-3.12	4.160	3.46	21.93	0.16	7.76	0.03
AREO 4-2002	2002	-5.32	7.663	-2.69	4.238	3.10	23.82	0.16	8.04	0.02
AREO 4-2003	2003	-5.96	7.752	-2.72	4.196	4.40	23.74	0.16	8.03	0.02
AREO 4-2004	2004	-5.25	7.691	-3.56	4.108	NAN	21.45	0.28	7.66	0.05
